id,sentence,subject_entity,object_entity,label,worker1,worker2
11,이런 경우 컴파일러나 링커등 시스템소프트웨어를 제외한 워드프로세서등의 소프트웨어들만을 주로 뜻한다.,"{'word': '시스템소프트웨어', 'start': 174, 'end': 181, 'type': 'COM'}","{'word': '컴파일러', 'start': 164, 'end': 167, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
12,이런 경우 컴파일러나 링커등 시스템소프트웨어를 제외한 워드프로세서등의 소프트웨어들만을 주로 뜻한다.,"{'word': '소프트웨어', 'start': 197, 'end': 201, 'type': 'COM'}","{'word': '워드프로세서', 'start': 188, 'end': 193, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
13,응용 프로그램 제품군은 하나의 꾸러미로 묶인 여러 개의 응용 프로그램을 말한다.,"{'word': '응용 프로그램 제품군', 'start': 472, 'end': 482, 'type': 'COM'}","{'word': '응용 프로그램', 'start': 503, 'end': 509, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
14,"워드 프로세서와 스프레드시트, 그 밖에 몇몇의 응용 프로그램들이 함께 포함된 마이크로소프트 오피스가 대표적인 예이다.","{'word': '마이크로소프트 오피스', 'start': 560, 'end': 570, 'type': 'COM'}","{'word': '스프레드시트', 'start': 526, 'end': 531, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
15,"워드 프로세서와 스프레드시트, 그 밖에 몇몇의 응용 프로그램들이 함께 포함된 마이크로소프트 오피스가 대표적인 예이다.","{'word': '마이크로소프트 오피스', 'start': 560, 'end': 570, 'type': 'COM'}","{'word': '워드 프로세서', 'start': 517, 'end': 523, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
16,하나의 꾸러미로 묶인 응용 프로그램들은 대개 사용자가 배우거나 사용하기 쉽게 짜여진 일관된 사용자 인터페이스를 사용한다.,"{'word': '응용 프로그램', 'start': 595, 'end': 601, 'type': 'COM'}","{'word': '사용자 인터페이스', 'start': 634, 'end': 642, 'type': 'COM'}",com:sub_concept,no_relation,no_relation
17,"VCR, DVD 플레이어, 전자레인지와 같은 임베디드 시스템에서는 응용 소프트웨어와 운영 체제 소프트웨어를 구별하기 어려울 수도 있다.","{'word': '임베디드 시스템', 'start': 907, 'end': 914, 'type': 'COM'}","{'word': '전자레인지', 'start': 897, 'end': 901, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
18,"VCR, DVD 플레이어, 전자레인지와 같은 임베디드 시스템에서는 응용 소프트웨어와 운영 체제 소프트웨어를 구별하기 어려울 수도 있다.","{'word': '임베디드 시스템', 'start': 907, 'end': 914, 'type': 'COM'}","{'word': 'DVD 플레이어', 'start': 887, 'end': 894, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
19,"VCR, DVD 플레이어, 전자레인지와 같은 임베디드 시스템에서는 응용 소프트웨어와 운영 체제 소프트웨어를 구별하기 어려울 수도 있다.","{'word': '임베디드 시스템', 'start': 907, 'end': 914, 'type': 'COM'}","{'word': 'VCR', 'start': 882, 'end': 884, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
20,간단하게 줄여서 애플리케이션이라고 하며 준말로 앱(app)이라도 부른다.,"{'word': '애플리케이션', 'start': 276, 'end': 281, 'type': 'COM'}","{'word': '앱(app)', 'start': 293, 'end': 298, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
21,이렇게 뜻을 한정할 경우 응용 소프트웨어는 시스템 소프트웨어의 여집합이라고도 생각할 수 있다.,"{'word': '응용 소프트웨어', 'start': 228, 'end': 235, 'type': 'COM'}","{'word': '시스템 소프트웨어', 'start': 238, 'end': 246, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
22,"쉽지만 꽤 정확하지는 않은 비유를 쓰자면, 이것은 하드웨어의 세계에서 전기 불빛을 응용 프로그램(애플리케이션)이라 하고, 발전소를 시스템이라고 할 수 있다.","{'word': '하드웨어', 'start': 336, 'end': 339, 'type': 'COM'}","{'word': '응용 프로그램', 'start': 354, 'end': 360, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
23,그리고 이들은 보통 사용자의 편의를 위해 응용 프로그램 사이에 상호 작용하는 기능을 가진다.,"{'word': '사용자', 'start': 662, 'end': 664, 'type': 'COM'}","{'word': '응용 프로그램', 'start': 674, 'end': 680, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
24,"예를 들어, 한 스프레드시트에 워드 프로세서의 문서를 포함할 수 있고, 게다가 다른 종류의 스프레드시트 응용 프로그램에서 이 스프레드시트의 문서를 만들 수도 있다.","{'word': '스프레드시트', 'start': 712, 'end': 717, 'type': 'COM'}","{'word': '워드 프로세서', 'start': 720, 'end': 726, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
25,사용자 소프트웨어는 시스템이 사용자에 특화된 요구에 적합하도록 만든다.,"{'word': '사용자 소프트웨어', 'start': 795, 'end': 803, 'type': 'COM'}","{'word': '시스템', 'start': 806, 'end': 808, 'type': 'COM'}",no_relation,no_relation,no_relation
26,"VCR, DVD 플레이어, 전자레인지와 같은 임베디드 시스템에서는 응용 소프트웨어와 운영 체제 소프트웨어를 구별하기 어려울 수도 있다.","{'word': '응용 소프트웨어', 'start': 919, 'end': 926, 'type': 'COM'}","{'word': '운영 체제 소프트웨어', 'start': 929, 'end': 939, 'type': 'COM'}",com:similar_tech,no_relation,no_relation
27,"마이크로소프트 파운데이션 클래스 라이브러리(, MFC)는 마이크로소프트에서 만든 윈도 API를 C++로 둘러 싼 라이브러리이다.","{'word': '마이크로소프트', 'start': 56, 'end': 62, 'type': 'ORG'}","{'word': '마이크로소프트 파운데이션 클래스 라이브러리', 'start': 24, 'end': 46, 'type': 'COM'}",org:production,org:production,org:production
28,마이크로소프트는 개발도구 시장에서 경쟁력을 얻기 위해 C++을 활용하여 MFC를 만들었다.,"{'word': '마이크로소프트', 'start': 234, 'end': 240, 'type': 'ORG'}","{'word': 'MFC', 'start': 274, 'end': 276, 'type': 'COM'}",org:production,org:production,org:production
29,MFC의 구조는 후에 시맨틱사에 매각된 매킨토시의 TCL(Think Class Library)에서 영향을 받았다.,"{'word': '매킨토시', 'start': 307, 'end': 310, 'type': 'ORG'}","{'word': 'TCL(Think Class Library)', 'start': 313, 'end': 336, 'type': 'COM'}",org:production,org:production,org:production
30,볼랜드의 터보 C++과 터보 파스칼에서는 OWL(Object Windows Library)이란 경쟁제품이 있었다.,"{'word': '볼랜드의 터보 C++과 터보 파스칼', 'start': 349, 'end': 367, 'type': 'ORG'}","{'word': 'OWL(Object Windows Library)', 'start': 372, 'end': 398, 'type': 'COM'}",org:production,com:sub_concept,com:similar_technology
31,"그 이후 볼랜드는 OWL의 개발을 중단하고, 이를 대체하는 VCL을 개발하여 델파이와 C++빌더에서 사용하고 있다.","{'word': '볼랜드', 'start': 520, 'end': 522, 'type': 'ORG'}","{'word': 'VCL', 'start': 548, 'end': 550, 'type': 'COM'}",org:production,org:production,org:production
32,"그 이후 볼랜드는 OWL의 개발을 중단하고, 이를 대체하는 VCL을 개발하여 델파이와 C++빌더에서 사용하고 있다.","{'word': '볼랜드', 'start': 520, 'end': 522, 'type': 'ORG'}","{'word': 'OWL', 'start': 525, 'end': 527, 'type': 'COM'}",org:production,no_relation,org:production
33,"마이크로소프트에서 MFC가 만들어졌음에도 많은 프로그래머들에게 MFC는 너무 복잡했기 때문에, 마이크로소프트는 상용 소프트웨어 개발에 비주얼 베이직을 쓰라고 권장하였다.","{'word': '마이크로소프트', 'start': 609, 'end': 615, 'type': 'ORG'}","{'word': 'MFC', 'start': 619, 'end': 621, 'type': 'COM'}",org:production,org:production,org:production
34,"Mainsoft가 만든 유닉스용 MFC가 있으며, 1990년대 마이크로소프트는 맥 OS용 MFC를 만들기도 했지만, 계속 개발하지 않았다.","{'word': 'Mainsoft', 'start': 1306, 'end': 1313, 'type': 'ORG'}","{'word': '유닉스용 MFC', 'start': 1319, 'end': 1326, 'type': 'COM'}",org:production,org:production,org:production
35,"Mainsoft가 만든 유닉스용 MFC가 있으며, 1990년대 마이크로소프트는 맥 OS용 MFC를 만들기도 했지만, 계속 개발하지 않았다.","{'word': '마이크로소프트', 'start': 1341, 'end': 1347, 'type': 'ORG'}","{'word': '맥 OS용 MFC', 'start': 1350, 'end': 1358, 'type': 'COM'}",org:production,org:production,org:production
36,MFC는 1992년 16비트 윈도용 마이크로소프트 C/C++ 7.0 컴파일러에서 처음 도입되었다.,"{'word': '윈도용 마이크로소프트 C/C++ 7.0 컴파일러', 'start': 152, 'end': 177, 'type': 'COM'}","{'word': 'MFC', 'start': 136, 'end': 138, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
37,그 당시에는 C++이 소프트웨어 제품 개발 언어로 활용되기 시작하던 때였다.,"{'word': '소프트웨어 제품 개발 언어', 'start': 203, 'end': 216, 'type': 'COM'}","{'word': 'C++', 'start': 198, 'end': 200, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
38,C++빌더는 MFC를 라이선스 받아 포함하고 있다.,"{'word': 'C++빌더', 'start': 580, 'end': 584, 'type': 'COM'}","{'word': 'MFC', 'start': 587, 'end': 589, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
39,비주얼 베이직을 강조하면서도 새 버전의 비주얼 스튜디오에는 항상 MFC가 공급되었다.,"{'word': '비주얼 스튜디오', 'start': 849, 'end': 856, 'type': 'COM'}","{'word': 'MFC', 'start': 863, 'end': 865, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
40,"MFC가 처음 도입되었을 때 마이크로소프트는 기본적인 C++ 문법에 메시지 처리, 예외 처리, 런타임 처리, 동적 클래스 객체 생성을 위한 매크로를 추가해 C++ 언어를 확장하려 했다.","{'word': 'C++ 문법', 'start': 935, 'end': 940, 'type': 'COM'}","{'word': '메시지 처리', 'start': 943, 'end': 948, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
41,"MFC가 처음 도입되었을 때 마이크로소프트는 기본적인 C++ 문법에 메시지 처리, 예외 처리, 런타임 처리, 동적 클래스 객체 생성을 위한 매크로를 추가해 C++ 언어를 확장하려 했다.","{'word': 'C++ 문법', 'start': 935, 'end': 940, 'type': 'COM'}","{'word': '예외 처리', 'start': 951, 'end': 955, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
42,"MFC가 처음 도입되었을 때 마이크로소프트는 기본적인 C++ 문법에 메시지 처리, 예외 처리, 런타임 처리, 동적 클래스 객체 생성을 위한 매크로를 추가해 C++ 언어를 확장하려 했다.","{'word': 'C++ 문법', 'start': 935, 'end': 940, 'type': 'COM'}","{'word': '런타임 처리', 'start': 958, 'end': 963, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
43,"MFC가 처음 도입되었을 때 마이크로소프트는 기본적인 C++ 문법에 메시지 처리, 예외 처리, 런타임 처리, 동적 클래스 객체 생성을 위한 매크로를 추가해 C++ 언어를 확장하려 했다.","{'word': 'C++ 문법', 'start': 935, 'end': 940, 'type': 'COM'}","{'word': '동적 클래스 객체 생성', 'start': 966, 'end': 977, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
44,이런 매크로를 활용한 시스템은 컴파일러의 타입 검사를 무시하므로 버그를 가져올 수 있었다.,"{'word': '컴파일러', 'start': 1026, 'end': 1029, 'type': 'COM'}","{'word': '타입 검사', 'start': 1032, 'end': 1036, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
45,"게다가 MFC의 문서/뷰 프레임워크는 데이터 모델과 유저 인터페이스, 제어 로직을 분리한다는 MVC 디자인을 자연스럽게 만들어준다.","{'word': 'MFC', 'start': 1200, 'end': 1202, 'type': 'COM'}","{'word': '문서/뷰 프레임워크', 'start': 1205, 'end': 1214, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
46,"게다가 MFC의 문서/뷰 프레임워크는 데이터 모델과 유저 인터페이스, 제어 로직을 분리한다는 MVC 디자인을 자연스럽게 만들어준다.","{'word': 'MVC 디자인', 'start': 1248, 'end': 1254, 'type': 'COM'}","{'word': '데이터 모델', 'start': 1217, 'end': 1222, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
47,"게다가 MFC의 문서/뷰 프레임워크는 데이터 모델과 유저 인터페이스, 제어 로직을 분리한다는 MVC 디자인을 자연스럽게 만들어준다.","{'word': 'MVC 디자인', 'start': 1248, 'end': 1254, 'type': 'COM'}","{'word': '유저 인터페이스', 'start': 1225, 'end': 1232, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
48,"게다가 MFC의 문서/뷰 프레임워크는 데이터 모델과 유저 인터페이스, 제어 로직을 분리한다는 MVC 디자인을 자연스럽게 만들어준다.","{'word': 'MVC 디자인', 'start': 1248, 'end': 1254, 'type': 'COM'}","{'word': '제어 로직', 'start': 1235, 'end': 1239, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
49,"MFC Feature Pack을 지원하여, 리본 메뉴 등의 UI를 IDE에서 자동으로 작성해준다.","{'word': 'UI', 'start': 1417, 'end': 1418, 'type': 'COM'}","{'word': '리본 메뉴', 'start': 1408, 'end': 1412, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
50,"마이크로소프트 파운데이션 클래스 라이브러리 마이크로소프트 파운데이션 클래스 라이브러리(, MFC)는 마이크로소프트에서 만든 윈도 API를 C++로 둘러 싼 라이브러리이다.","{'word': '마이크로소프트 파운데이션 클래스 라이브러리', 'start': 0, 'end': 22, 'type': 'COM'}","{'word': 'MFC', 'start': 50, 'end': 52, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
51,"마이크로소프트 파운데이션 클래스 라이브러리(, MFC)는 마이크로소프트에서 만든 윈도 API를 C++로 둘러 싼 라이브러리이다.","{'word': '마이크로소프트 파운데이션 클래스 라이브러리', 'start': 24, 'end': 46, 'type': 'COM'}","{'word': 'MFC', 'start': 50, 'end': 52, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
52,마이크로소프트는 개발도구 시장에서 경쟁력을 얻기 위해 C++을 활용하여 MFC를 만들었다.,"{'word': 'MFC', 'start': 274, 'end': 276, 'type': 'COM'}","{'word': 'C++', 'start': 264, 'end': 266, 'type': 'COM'}",com:made_of,com:made_of,com:made_of
53,MFC와 비주얼 베이직의 후속작으로 Windows Forms가 출시되었으며 C++ 관리 모드 확장으로 쓸 수 있다.,"{'word': 'MFC와 비주얼 베이직', 'start': 704, 'end': 715, 'type': 'COM'}","{'word': 'Windows Forms', 'start': 724, 'end': 736, 'type': 'COM'}",com:prior_tech,no_relation,com:similar_technology
54,"마이크로소프트에서 MFC가 만들어졌음에도 많은 프로그래머들에게 MFC는 너무 복잡했기 때문에, 마이크로소프트는 상용 소프트웨어 개발에 비주얼 베이직을 쓰라고 권장하였다.","{'word': '프로그래머', 'start': 635, 'end': 639, 'type': 'PER'}","{'word': 'MFC', 'start': 644, 'end': 646, 'type': 'COM'}",no_relation,no_relation,no_relation
55,그래서 많은 프로그래머들이 MFC를 사용하게 되었다.,"{'word': '프로그래머', 'start': 882, 'end': 886, 'type': 'PER'}","{'word': 'MFC', 'start': 890, 'end': 892, 'type': 'COM'}",no_relation,no_relation,no_relation
56,"객체 지향 모델을 더 엄격하게 따르고 있었기 때문에, OWL은 한때 MFC보다 인기 있었다. 하지만 윈도의 새로운 기능에 대한 업데이트가 늦어지게 되면서, 시장 지배력을 잃어버렸다.","{'word': 'OWL', 'start': 443, 'end': 445, 'type': 'COM'}","{'word': 'MFC', 'start': 451, 'end': 453, 'type': 'COM'}",no_relation,no_relation,com:similar_technology
57,비주얼 스튜디오 2005 출시와 함께 닷넷 프레임워크의 기능들을 더 쉬운 문법으로 쓸 수 있게 되었다.,"{'word': '비주얼 스튜디오 2005', 'start': 769, 'end': 781, 'type': 'COM'}","{'word': '닷넷 프레임워크', 'start': 790, 'end': 797, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
58,32비트 버전의 MFC부터 이것이 개선되었다.,"{'word': 'MFC', 'start': 1069, 'end': 1071, 'type': 'COM'}","{'word': '32비트', 'start': 1060, 'end': 1063, 'type': 'COM'}",no_relation,com:sub_concept,no_relation
59,MFC의 가장 큰 장점은 윈도 API를 객체지향적으로 프로그래밍할 수 있다는 것이다.,"{'word': 'MFC', 'start': 1086, 'end': 1088, 'type': 'COM'}","{'word': '윈도 API', 'start': 1100, 'end': 1105, 'type': 'COM'}",no_relation,no_relation,no_relation
60,또한 윈도의 자원과 연관된 형들은 그들을 생성한 객체가 죽게 되면 자동으로 핸들을 해제해 준다는 장점도 있다.,"{'word': '윈도', 'start': 1137, 'end': 1138, 'type': 'COM'}","{'word': '객체', 'start': 1161, 'end': 1162, 'type': 'COM'}",no_relation,no_relation,no_relation
61,하지만 MFC는 다중 운영체제를 지원하지 않는다는 약점이 있다.,"{'word': 'MFC', 'start': 1274, 'end': 1276, 'type': 'COM'}","{'word': '다중 운영체제', 'start': 1279, 'end': 1285, 'type': 'COM'}",no_relation,no_relation,no_relation
62,"Eisler (development lead), St. John, and Engstrom (program manager)은 함께 이 문제를 해결하여 솔루션을 내놓았는데 이 이름이 DirectX이다.","{'word': 'Engstrom', 'start': 1349, 'end': 1356, 'type': 'PER'}","{'word': 'program manager', 'start': 1359, 'end': 1373, 'type': 'POH'}",per:title,per:title,per:title
63,"마이크로소프트의 3명의 직원 Craig Eisler, Alex St. John, Eric Engstrom은 프로그래머들이 마이크로소프트의 이전 운영 체제인 MS-DOS를 더 나은 플랫폼으로 보는 경향이 있었기 때문에 걱정이 있었다.","{'word': 'Craig Eisler', 'start': 865, 'end': 876, 'type': 'PER'}","{'word': 'Alex St. John', 'start': 879, 'end': 891, 'type': 'PER'}",no_relation,no_relation,no_relation
64,"마이크로소프트의 3명의 직원 Craig Eisler, Alex St. John, Eric Engstrom은 프로그래머들이 마이크로소프트의 이전 운영 체제인 MS-DOS를 더 나은 플랫폼으로 보는 경향이 있었기 때문에 걱정이 있었다.","{'word': 'Craig Eisler', 'start': 865, 'end': 876, 'type': 'PER'}","{'word': 'Eric Engstrom', 'start': 894, 'end': 906, 'type': 'PER'}",no_relation,no_relation,no_relation
65,"마이크로소프트의 3명의 직원 Craig Eisler, Alex St. John, Eric Engstrom은 프로그래머들이 마이크로소프트의 이전 운영 체제인 MS-DOS를 더 나은 플랫폼으로 보는 경향이 있었기 때문에 걱정이 있었다.","{'word': 'Alex St. John', 'start': 879, 'end': 891, 'type': 'PER'}","{'word': 'Eric Engstrom', 'start': 894, 'end': 906, 'type': 'PER'}",no_relation,no_relation,no_relation
66,"Eisler (development lead), St. John, and Engstrom (program manager)은 함께 이 문제를 해결하여 솔루션을 내놓았는데 이 이름이 DirectX이다.","{'word': 'Eisler', 'start': 1308, 'end': 1313, 'type': 'PER'}","{'word': 'St. John', 'start': 1335, 'end': 1342, 'type': 'PER'}",no_relation,no_relation,no_relation
67,"Eisler (development lead), St. John, and Engstrom (program manager)은 함께 이 문제를 해결하여 솔루션을 내놓았는데 이 이름이 DirectX이다.","{'word': 'Eisler', 'start': 1308, 'end': 1313, 'type': 'PER'}","{'word': 'Engstrom', 'start': 1349, 'end': 1356, 'type': 'PER'}",no_relation,no_relation,no_relation
68,"Eisler (development lead), St. John, and Engstrom (program manager)은 함께 이 문제를 해결하여 솔루션을 내놓았는데 이 이름이 DirectX이다.","{'word': 'St. John', 'start': 1335, 'end': 1342, 'type': 'PER'}","{'word': 'Engstrom', 'start': 1349, 'end': 1356, 'type': 'PER'}",no_relation,no_relation,no_relation
69,"1994년 말, 마이크로소프트는 다음 운영 체제인 윈도우 95를 출시할 준비가 되었다.","{'word': '마이크로소프트', 'start': 809, 'end': 815, 'type': 'ORG'}","{'word': '윈도우 95', 'start': 828, 'end': 833, 'type': 'COM'}",org:production,org:production,org:production
70,"Microsoft DirectX()는 멀티미디어, 특히 게임 프로그래밍에서 마이크로소프트 플랫폼에서 작업을 위한 API의 집합이다.","{'word': 'API', 'start': 63, 'end': 65, 'type': 'COM'}","{'word': 'Microsoft DirectX', 'start': 0, 'end': 16, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
71,다이렉트엑스는 또한 게임뿐 아니라 최근에 나온 3차원 그래픽 하드웨어를 사용하여 높은 품질의 3차원 그래픽을 빠르게 렌더링할 수 있기 때문에 소프트웨어 업계 전반에서 사용되기도 한다.,"{'word': '다이렉트엑스', 'start': 153, 'end': 158, 'type': 'COM'}","{'word': '3차원 그래픽 하드웨어', 'start': 179, 'end': 190, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
72,다이렉트엑스 런타임과 소프트웨어 개발킷은 무료이지만 개조는 할 수 없는 클로즈드 소스(오픈 소스의 반대 개념) 소프트웨어이다.,"{'word': '클로즈드 소스', 'start': 296, 'end': 302, 'type': 'COM'}","{'word': '다이렉트엑스 런타임과 소프트웨어 개발킷', 'start': 256, 'end': 276, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
73,"다이렉트엑스 런타임은 원래 컴퓨터 게임 개발자들에게만 공개되었으나, 최근에는 기본적으로 윈도우에 포함되어 있다.","{'word': '윈도우', 'start': 376, 'end': 378, 'type': 'COM'}","{'word': '다이렉트엑스 런타임', 'start': 327, 'end': 336, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
74,그 까닭은 이러한 새로운 버전들은 윈도우 비스타에 도입되었던 새로운 윈도우 디스플레이 드라이버 모델이 있어야 동작하기 때문이다.,"{'word': '윈도우 비스타', 'start': 571, 'end': 577, 'type': 'COM'}","{'word': '윈도우 디스플레이 드라이버 모델', 'start': 590, 'end': 606, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
75,"새로운 비스타/WDDM 그래픽스 구조에는 데스크톱 창 관리자와 같이, 그래픽 하드웨어를 여러 개의 응용 프로그램과 서비스에 가상화할 수 있게 도와 주는 새로운 비디오 메모리 관리자를 포함하고 있다.","{'word': '비스타/WDDM 그래픽스 구조', 'start': 693, 'end': 708, 'type': 'COM'}","{'word': '비디오 메모리 관리자', 'start': 778, 'end': 788, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
76,"1994년 말, 마이크로소프트는 다음 운영 체제인 윈도우 95를 출시할 준비가 되었다.","{'word': '운영 체제', 'start': 821, 'end': 825, 'type': 'COM'}","{'word': '윈도우 95', 'start': 828, 'end': 833, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
77,"마이크로소프트의 3명의 직원 Craig Eisler, Alex St. John, Eric Engstrom은 프로그래머들이 마이크로소프트의 이전 운영 체제인 MS-DOS를 더 나은 플랫폼으로 보는 경향이 있었기 때문에 걱정이 있었다.","{'word': '운영 체제', 'start': 929, 'end': 933, 'type': 'COM'}","{'word': 'MS-DOS', 'start': 936, 'end': 941, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
78,라이온킹 비디오 게임의 윈도우 포팅에 관한 부정적인 반응이 함께했다.,"{'word': '라이온킹 비디오 게임', 'start': 1085, 'end': 1095, 'type': 'COM'}","{'word': '윈도우 포팅', 'start': 1098, 'end': 1103, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
79,"도스는 비디오 카드, 키보드, 마우스, 사운드 장치, 그리고 시스템의 나머지 모든 부분들에 직접 접근을 허용하였던 반면에 윈도우 95는 보호 메모리 모델이 포함되어 이 모든 것들에 대한 접근을 제한하였다.","{'word': '도스', 'start': 1124, 'end': 1125, 'type': 'COM'}","{'word': '비디오 카드', 'start': 1128, 'end': 1133, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
80,"도스는 비디오 카드, 키보드, 마우스, 사운드 장치, 그리고 시스템의 나머지 모든 부분들에 직접 접근을 허용하였던 반면에 윈도우 95는 보호 메모리 모델이 포함되어 이 모든 것들에 대한 접근을 제한하였다.","{'word': '도스', 'start': 1124, 'end': 1125, 'type': 'COM'}","{'word': '키보드', 'start': 1136, 'end': 1138, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
