id,sentence,subject_entity,object_entity,label,worker1,worker2
12,루빈은 물론이거니와 양보하라고 한 다른 필자들까지도 날카롭게 비판한 데이크스트라의 응답과 함께 수많은 반대 의견이 뒤따랐다.,"{'word': '루빈', 'start': 2972, 'end': 2973, 'type': 'PER'}","{'word': '다른 필자들', 'start': 2991, 'end': 2996, 'type': 'PER'}",no_relation,no_relation,no_relation
13,"그는 1969년""구조적 프로그래밍에 대한 글""에서 이렇게 썼다.:","{'word': '구조적 프로그래밍에 대한 글', 'start': 2146, 'end': 2160, 'type': 'COM'}","{'word': '1969년', 'start': 2140, 'end': 2144, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
14,"1974년, 그의 논문, ""GOTO문이 포함된 구조적 프로그래밍""에서 직접적인 분기를 하여 입증가능성을 희생시키지 않으면서도 더 간결하고 효율적인 코드를 작성할 수 있는 몇 가지 예제를 보였다.","{'word': 'GOTO문이 포함된 구조적 프로그래밍', 'start': 2292, 'end': 2311, 'type': 'COM'}","{'word': '1974년', 'start': 2277, 'end': 2281, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
15,구조적 프로그래밍()은 구조화 프로그래밍으로도 불리며 프로그래밍 패러다임의 일종인 절차적 프로그래밍의 하위 개념으로 볼 수 있다.,"{'word': '절차적 프로그래밍', 'start': 46, 'end': 54, 'type': 'COM'}","{'word': '구조적 프로그래밍', 'start': 0, 'end': 8, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
16,"저수준의 관점에서 구조적 프로그램은 간단하고, 계층적인 프로그램 제어 구조로 구성된다.","{'word': '구조적 프로그램', 'start': 280, 'end': 287, 'type': 'COM'}","{'word': '프로그램 제어 구조', 'start': 301, 'end': 310, 'type': 'COM'}",com:sub_concept,com:made_of,com:made_of
17,"더 간단한 구문들은 또 다른 제어 구조일 수도 있고, 할당문이나 프로시저 호출과 같은 기본 구문일 수도 있다.","{'word': '기본 구문', 'start': 419, 'end': 423, 'type': 'COM'}","{'word': '할당문', 'start': 401, 'end': 403, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
18,"더 간단한 구문들은 또 다른 제어 구조일 수도 있고, 할당문이나 프로시저 호출과 같은 기본 구문일 수도 있다.","{'word': '기본 구문', 'start': 419, 'end': 423, 'type': 'COM'}","{'word': '프로시저 호출', 'start': 407, 'end': 413, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
19,"C 같은 다른 언어들은 구조의 단일성을 강조하지 않는데, 잘못 이해하거나 잘못 수정할 수 있는 위험이 커지는 것은 아니다.","{'word': '언어', 'start': 563, 'end': 564, 'type': 'COM'}","{'word': 'C', 'start': 555, 'end': 555, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
20,"코드 작성자는 큰 조각의 코드를 이해하기 쉬운 크기의 작은 하부 프로그램(함수, 프로시저, 메서드, 블록, 등)으로 나누어야 한다.","{'word': '큰 조각의 코드', 'start': 632, 'end': 639, 'type': 'COM'}","{'word': '하부 프로그램', 'start': 657, 'end': 663, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
21,"코드 작성자는 큰 조각의 코드를 이해하기 쉬운 크기의 작은 하부 프로그램(함수, 프로시저, 메서드, 블록, 등)으로 나누어야 한다.","{'word': '하부 프로그램', 'start': 657, 'end': 663, 'type': 'COM'}","{'word': '함수, 프로시저, 메서드, 블록', 'start': 665, 'end': 681, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
22,"하향식 설계를 할 때, 설계자는 큰 규모의 프로그램을 더 작은 공정으로 나누어 구현하고, 각각 검사한 다음에 전체 프로그램으로 합친다.","{'word': '전체 프로그램', 'start': 945, 'end': 951, 'type': 'COM'}","{'word': '더 작은 공정', 'start': 914, 'end': 920, 'type': 'COM'}",com:sub_concept,com:made_of,com:made_of
23,"모든 절차적 프로그래밍 언어에서 구조적 프로그래밍을 할 수 있다. 1970년쯤부터 구조적 프로그래밍이 인기있는 기법이 되었기 때문에, 대부분의 새로 나온 절차적 프로그래밍 언어들이 구조적 프로그래밍을 고취시키기 위한 특징을 추가하였고 구조화되지 않은 프로그래밍을 쉽게 하기 위한 특징들은 남겨둔 것들도 있었다.","{'word': '절차적 프로그래밍 언어', 'start': 963, 'end': 974, 'type': 'COM'}","{'word': '구조적 프로그래밍', 'start': 978, 'end': 986, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
24,잘 알려진 구조적 프로그래밍 언어에는 파스칼(Pascal)과 에이다(Ada)가 있다.,"{'word': '구조적 프로그래밍 언어', 'start': 1140, 'end': 1151, 'type': 'COM'}","{'word': '파스칼', 'start': 1155, 'end': 1157, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
25,잘 알려진 구조적 프로그래밍 언어에는 파스칼(Pascal)과 에이다(Ada)가 있다.,"{'word': '구조적 프로그래밍 언어', 'start': 1140, 'end': 1151, 'type': 'COM'}","{'word': '에이다', 'start': 1168, 'end': 1170, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
26,"이런 점은 구조적 프로그래밍 운동에서 나온 것은 아니지만, 이런 구조들은 중앙 처리 장치의 명령 주기뿐만 아니라 튜링 기계의 동작을 설명하는 데 충분하다.","{'word': '중앙 처리 장치', 'start': 1325, 'end': 1332, 'type': 'COM'}","{'word': '명령 주기', 'start': 1335, 'end': 1339, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
27,"이 글에서 그는 뵘과 야코피니의 증명을 인용하면서, 고급언어에서 GOTO 명령을 제거하는 것이 코드의 질을 높일 수 있다고 했다.","{'word': '고급언어', 'start': 1844, 'end': 1847, 'type': 'COM'}","{'word': 'GOTO 명령', 'start': 1851, 'end': 1857, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
28,"그것은 프로그램의 순서도를 그린다면 왼쪽에는 아래쪽으로 가는 가지(branches)만, 오른쪽에는 위쪽으로 가는 가지만 그려야하며 그 가지들이 서로 교차하지 않아야 한다는 것이다.","{'word': '프로그램의 순서도', 'start': 2416, 'end': 2424, 'type': 'COM'}","{'word': '가지', 'start': 2446, 'end': 2447, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
29,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '고급 프로그래밍 언어', 'start': 3146, 'end': 3156, 'type': 'COM'}","{'word': '포트란', 'start': 3112, 'end': 3114, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
30,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '고급 프로그래밍 언어', 'start': 3146, 'end': 3156, 'type': 'COM'}","{'word': '코볼', 'start': 3117, 'end': 3118, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
31,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '고급 프로그래밍 언어', 'start': 3146, 'end': 3156, 'type': 'COM'}","{'word': '베이직', 'start': 3121, 'end': 3123, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
32,"프로그래머가 경험을 쌓을수록 엄격한 의미의 구조적 프로그래밍을 침해하는 어떤 부분이 있는지를 이해하기가 쉽다는 것을 알았고, 널리 퍼진 몇몇 프로그래밍 언어들은 직접적인 분기문을 제한하고 있으며 예외처리를 이런 상황에서 사용할 수 있게 하고 있다.","{'word': '프로그래밍 언어들', 'start': 3305, 'end': 3313, 'type': 'COM'}","{'word': '예외처리', 'start': 3335, 'end': 3338, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
33,주요한 산업용 언어들은 자바와 같은 언어들을 제외하고는 프로시저 내에서의 직접 분기를 위하여 GOTO문을 여전히 유지하고 있다.,"{'word': '산업용 언어들', 'start': 3369, 'end': 3375, 'type': 'COM'}","{'word': 'GOTO문', 'start': 3417, 'end': 3421, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
34,"C는 continue, break, return과 같이 여러가지 경로로 구조에서 빠져나가는 것을 허용하고, 더 새로운 언어들은 레이블한 루프(전자와 비슷하지만 제일 안쪽 루프 뿐만 아니라 그 이상도 빠져나갈 수 있게 해 준다)와 예외처리를 지원한다.","{'word': '더 새로운 언어들', 'start': 4217, 'end': 4225, 'type': 'COM'}","{'word': '레이블한 루프', 'start': 4228, 'end': 4234, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
35,"C는 continue, break, return과 같이 여러가지 경로로 구조에서 빠져나가는 것을 허용하고, 더 새로운 언어들은 레이블한 루프(전자와 비슷하지만 제일 안쪽 루프 뿐만 아니라 그 이상도 빠져나갈 수 있게 해 준다)와 예외처리를 지원한다.","{'word': '더 새로운 언어들', 'start': 4217, 'end': 4225, 'type': 'COM'}","{'word': '예외처리', 'start': 4285, 'end': 4288, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
36,특히 구문분석기와 통신 규약 같은 프로그램들은 상태들이 있어서 기본 구조들로 줄이기가 쉽지 않다.,"{'word': '통신 규약', 'start': 4307, 'end': 4311, 'type': 'COM'}","{'word': '상태들', 'start': 4323, 'end': 4325, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
37,구조적 프로그래밍()은 구조화 프로그래밍으로도 불리며 프로그래밍 패러다임의 일종인 절차적 프로그래밍의 하위 개념으로 볼 수 있다.,"{'word': '구조적 프로그래밍', 'start': 0, 'end': 8, 'type': 'COM'}","{'word': '구조화 프로그래밍', 'start': 13, 'end': 21, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
38,잘 알려진 구조적 프로그래밍 언어에는 파스칼(Pascal)과 에이다(Ada)가 있다.,"{'word': '파스칼', 'start': 1155, 'end': 1157, 'type': 'COM'}","{'word': 'Pascal', 'start': 1159, 'end': 1164, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
39,잘 알려진 구조적 프로그래밍 언어에는 파스칼(Pascal)과 에이다(Ada)가 있다.,"{'word': '에이다', 'start': 1168, 'end': 1170, 'type': 'COM'}","{'word': 'Ada', 'start': 1172, 'end': 1174, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
40,구조적 프로그래밍의 선구적 실천가(얼리어답터)인 플로저는 구조적 프로그램 정리에 대한 그의 반응을 이렇게 설명했다.:,"{'word': '선구적 실천가', 'start': 1677, 'end': 1683, 'type': 'COM'}","{'word': '얼리어답터', 'start': 1685, 'end': 1689, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
41,"1967년, ""CACM""에 데이크스트라의 ""GOTO문의 해로움""(Go to statement considered harmful)라는 서한이 실렸다.","{'word': 'Go to statement considered harmful', 'start': 1768, 'end': 1801, 'type': 'COM'}","{'word': 'GOTO문의 해로움', 'start': 1756, 'end': 1765, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
42,컴파일러와 그래프 이론에 정통해 있는 많은 사람들이 축소 가능한 흐름도(reducible flow graphs)만을 허용해야한다고 이 생각을 옹호했다.,"{'word': '축소 가능한 흐름도', 'start': 2542, 'end': 2551, 'type': 'COM'}","{'word': 'reducible flow graphs', 'start': 2553, 'end': 2573, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
43,역사적으로 구조적 프로그램을 작성하기 위하여 몇가지 다른 구조화 기법과 방법론이 개발되어왔다.,"{'word': '구조적 프로그램', 'start': 124, 'end': 131, 'type': 'COM'}","{'word': '구조화 기법과 방법론', 'start': 150, 'end': 160, 'type': 'COM'}",com:made_of,com:prior_technology,com:prior_technology
44,구조적 프로그램 정리는 구조적 프로그래밍의 이론적 기반이 되었다.,"{'word': '구조적 프로그래밍', 'start': 1195, 'end': 1203, 'type': 'COM'}","{'word': '구조적 프로그램 정리', 'start': 1182, 'end': 1192, 'type': 'COM'}",com:made_of,com:prior_technology,com:prior_technology
45,"정리에 따르면, 프로그램을 결합하는 3가지 방법인 순차, 분기, 반복만으로 충분히 계산가능 함수를 표현할 수 있다.","{'word': '계산가능 함수', 'start': 1265, 'end': 1271, 'type': 'COM'}","{'word': '순차, 분기, 반복', 'start': 1247, 'end': 1256, 'type': 'COM'}",com:made_of,com:made_of,com:made_of
46,"구조적 프로그래밍에 대한 논의는 많은 새로운 언어를 낳았으며, 기존의 언어에 구조적인 면이 추가되는 등 언어의 발전에 도움이 되었다. 그리고 이후에 나온 프로그래밍 패러다임들에도 영향을 끼쳤다.","{'word': '프로그래밍 패러다임', 'start': 4558, 'end': 4567, 'type': 'COM'}","{'word': '구조적 프로그래밍에 대한 논의', 'start': 4472, 'end': 4487, 'type': 'COM'}",com:prior_tech,com:prior_technology,com:prior_technology
47,GOTO문을 없애거나 GOTO문에 대한 의존성을 줄여주는 것으로 가장 유명하다.,"{'word': 'GOTO문', 'start': 85, 'end': 89, 'type': 'COM'}","{'word': '의존성', 'start': 95, 'end': 97, 'type': 'COM'}",no_relation,no_relation,no_relation
48,"일반적으로 프로그램은 전역 변수는 거의 사용하지 않아야 하고 대신에 하부 프로그램은 지역 변수를 사용하거나, 값이나 참조에 의한 인자를 받아야 한다.","{'word': '지역 변수', 'start': 745, 'end': 749, 'type': 'COM'}","{'word': '전역 변수', 'start': 710, 'end': 714, 'type': 'COM'}",no_relation,no_relation,no_relation
49,"이런 기법은 전체 프로그램을 한번에 이해하지 않고, 분리된 작은 코드 조각을 쉽게 이해하는 데 도움을 준다.","{'word': '분리된 작은 코드 조각', 'start': 811, 'end': 822, 'type': 'COM'}","{'word': '기법', 'start': 785, 'end': 786, 'type': 'COM'}",no_relation,no_relation,no_relation
50,구조적 프로그래밍은 항상 그런 것은 아니지만 하향식 설계와 관련이 있다.,"{'word': '구조적 프로그래밍', 'start': 843, 'end': 851, 'type': 'COM'}","{'word': '하향식 설계', 'start': 868, 'end': 873, 'type': 'COM'}",no_relation,com:similar_technology,com:similar_technology
51,"따라서 이런 의미에서 프로세서는 항상 ""구조적 프로그램""을 실행한다.","{'word': '구조적 프로그램', 'start': 1393, 'end': 1400, 'type': 'COM'}","{'word': '프로세서', 'start': 1383, 'end': 1386, 'type': 'COM'}",no_relation,no_relation,no_relation
52,구조적 프로그램이 아닌 기억 장치의 다른 부분에서 읽는 명령을 수행해도 그러하다.,"{'word': '구조적 프로그램', 'start': 1410, 'end': 1417, 'type': 'COM'}","{'word': '기억 장치', 'start': 1423, 'end': 1427, 'type': 'COM'}",no_relation,no_relation,no_relation
53,"비록 플로저가 언급했듯이 다수의 프로그래머들이 이 정리에 익숙하지 않다고 해도, 이런 프로그래머들을 양성할 가치가 충분히 있을 정도로 몇 년간 소프트웨어 개발은 간결성, 품질, 개발 시간의 측면에서 향상되었다.","{'word': '소프트웨어 개발', 'start': 2002, 'end': 2009, 'type': 'COM'}","{'word': '프로그래머', 'start': 1970, 'end': 1974, 'type': 'COM'}",no_relation,no_relation,no_relation
54,도널드 커누스(Donald Knuth)는 프로그램이 입증가능성을 염두에 두고 작성되어야 한다는 원리는 받아들였으나 GOTO문을 없애는 것은 받아들이지 않았고 지금도 받아들이지 않는다.,"{'word': '프로그램', 'start': 2197, 'end': 2200, 'type': 'COM'}","{'word': 'GOTO문', 'start': 2238, 'end': 2242, 'type': 'COM'}",no_relation,no_relation,no_relation
55,1987년이 되어서도 여전히 컴퓨터 과학 간행물에서 구조적 프로그래밍에 대해 의문점이 제기되었다.,"{'word': '구조적 프로그래밍', 'start': 2846, 'end': 2854, 'type': 'COM'}","{'word': '컴퓨터 과학 간행물', 'start': 2833, 'end': 2842, 'type': 'COM'}",no_relation,no_relation,no_relation
56,"20세기의 막바지에 이르자, 대부분의 컴퓨터 과학자들은 구조적 프로그래밍의 개념을 배우고 적용하는 것은 유용하다고 확신했다.","{'word': '컴퓨터 과학자', 'start': 3063, 'end': 3069, 'type': 'COM'}","{'word': '구조적 프로그래밍', 'start': 3073, 'end': 3081, 'type': 'COM'}",no_relation,no_relation,no_relation
57,"대부분의 경우에 하위프로그램에 여러 개의 시작점이 있는 것은 아니지만, 여러 개의 종료점을 가지는 경우는 있다.","{'word': '시작점', 'start': 3552, 'end': 3554, 'type': 'COM'}","{'word': '종료점', 'start': 3575, 'end': 3577, 'type': 'COM'}",no_relation,no_relation,no_relation
58,다음은 파일에서 자료를 읽어서 처리하는 간단한 프로시저의 전형적인 예이다:,"{'word': '프로시저', 'start': 3667, 'end': 3670, 'type': 'COM'}","{'word': '파일', 'start': 3645, 'end': 3646, 'type': 'COM'}",no_relation,no_relation,no_relation
59,"에러 상황이 더 있다면, 청소 규칙이 서로 달라서, 오히려 goto문을 사용한 비구조적인 것보다 훨씬 읽거나 이해하기 어렵게 될 것이다.","{'word': '에러 상황', 'start': 3990, 'end': 3994, 'type': 'COM'}","{'word': '청소 규칙', 'start': 4004, 'end': 4008, 'type': 'COM'}",no_relation,no_relation,no_relation
60,반면에 그런 규칙을 따르지 않는 구조적 프로그래밍은 코드를 아주 깔끔하고 읽기 쉽게 할 것이다.,"{'word': '코드', 'start': 4096, 'end': 4097, 'type': 'COM'}","{'word': '구조적 프로그래밍', 'start': 4085, 'end': 4093, 'type': 'COM'}",no_relation,no_relation,no_relation
61,구조적 프로그래밍은 프로그래머의 습관을 바꾸었다.,"{'word': '구조적 프로그래밍', 'start': 4581, 'end': 4589, 'type': 'COM'}","{'word': '프로그래머', 'start': 4592, 'end': 4596, 'type': 'COM'}",no_relation,no_relation,no_relation
62,프로그램의 정확성을 증명하는 문제를 떠나서 데이크스트라가 그의 논문에서 말한 대로 시간에 따라 변하는 동적인 과정을 시각화하는 것은 인간에게 매우 어려운 일이다.,"{'word': '프로그램', 'start': 4609, 'end': 4612, 'type': 'COM'}","{'word': '시각화', 'start': 4674, 'end': 4676, 'type': 'COM'}",no_relation,no_relation,no_relation
63,꼭 GOTO문만의 문제가 아니라 구조화된 흐름 제어문을 사용한다고 할지라도 너무 복잡하게 중첩되어 있거나 스코프의 길이가 너무 긴 코드를 작성한다거나 너무 긴 길이의 하위프로그램을 작성하는 일을 가급적 피하게 경향이 생겼다.,"{'word': '구조화된 흐름 제어문', 'start': 4718, 'end': 4728, 'type': 'COM'}","{'word': '하위프로그램', 'start': 4793, 'end': 4798, 'type': 'COM'}",no_relation,no_relation,no_relation
64,데이크스트라가 구조적 프로그래밍을 표준 교육과정에 편입시키는 데는 성공했지만 엄격한 조건을 고수하는 데는 성공하지 못하였다.,"{'word': '데이크스트라', 'start': 3437, 'end': 3442, 'type': 'PER'}","{'word': '표준 교육과정', 'start': 3456, 'end': 3462, 'type': 'POH'}",no_relation,no_relation,no_relation
65,"에츠허르 데이크스트라가 확인한 3가지 형태의 구조는 순차, 선택, 반복이다.","{'word': '에츠허르 데이크스트라', 'start': 433, 'end': 443, 'type': 'PER'}","{'word': '구조', 'start': 458, 'end': 459, 'type': 'COM'}",no_relation,no_relation,no_relation
66,"데이크스트라는 구조의 종류를 제한하는 것이 프로그래머가 생각하는 데 집중하는 것을 돕고, 관리 가능한 절차로 분석하여 프로그램의 유효성을 더 간단히 보장할 수 있다고 했다.","{'word': '데이크스트라', 'start': 2040, 'end': 2045, 'type': 'PER'}","{'word': '프로그래머', 'start': 2064, 'end': 2068, 'type': 'COM'}",no_relation,no_relation,no_relation
67,GOTO문 제멋대로 사용하는 것을 받아들이는 프로그래밍 교육자들은 찾기가 힘들어졌다.,"{'word': '프로그래밍 교육자', 'start': 3203, 'end': 3211, 'type': 'PER'}","{'word': 'GOTO문', 'start': 3178, 'end': 3182, 'type': 'COM'}",no_relation,no_relation,no_relation
68,"데이크스트라가 밀즈의 해석이 출판된 것들과 다르다며 비판하였지만, 다른 회사의 관리자들까지도 구조적 프로그래밍의 채택을 지원하기 위하여 밀즈의 해석을 인용했다.","{'word': '데이크스트라', 'start': 2727, 'end': 2732, 'type': 'PER'}","{'word': '밀즈', 'start': 2735, 'end': 2736, 'type': 'PER'}",no_relation,no_relation,no_relation
69,"이 제어 구조들은 하나의 구문으로 간주되며, 동시에 더 간단한 구문들을 결합시키는 방법이다.","{'word': '제어 구조들', 'start': 321, 'end': 326, 'type': 'COM'}","{'word': '하나의 구문', 'start': 329, 'end': 334, 'type': 'COM'}",com:similar_tech,com:alternative_names,com:alternative_names
70,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '포트란', 'start': 3112, 'end': 3114, 'type': 'COM'}","{'word': '코볼', 'start': 3117, 'end': 3118, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
71,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '포트란', 'start': 3112, 'end': 3114, 'type': 'COM'}","{'word': '베이직', 'start': 3121, 'end': 3123, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
72,새로운 언어를 만들려는 의의는 박사 논문을 위한 스트롭스트룹의 프로그래밍 경험에서 비롯되었다.,"{'word': '스트롭스트룹', 'start': 170, 'end': 175, 'type': 'PER'}","{'word': '박사 논문', 'start': 160, 'end': 164, 'type': 'POH'}",per:production,per:production,per:production
73,C++는 AT&amp;T 벨 연구소의 비야네 스트롭스트룹이 C언어 기반으로 1983년 발표하여 발전한 프로그래밍 언어이다.,"{'word': '비야네 스트롭스트룹', 'start': 21, 'end': 30, 'type': 'PER'}","{'word': 'C++', 'start': 0, 'end': 2, 'type': 'COM'}",per:production,per:production,per:production
74,"1979년, 덴마크의 컴퓨터 과학자 비야네 스트롭스트룹은 C++의 선구자격 언어인 ""C with Classes"" 작업에 착수하였다.","{'word': '비야네 스트롭스트룹', 'start': 89, 'end': 98, 'type': 'PER'}","{'word': 'C with Classes', 'start': 116, 'end': 129, 'type': 'COM'}",per:production,per:production,per:production
75,"1979년, 덴마크의 컴퓨터 과학자 비야네 스트롭스트룹은 C++의 선구자격 언어인 ""C with Classes"" 작업에 착수하였다.","{'word': '비야네 스트롭스트룹', 'start': 89, 'end': 98, 'type': 'PER'}","{'word': '컴퓨터 과학자', 'start': 81, 'end': 87, 'type': 'POH'}",per:title,per:title,per:title
76,C++는 AT&amp;T 벨 연구소의 비야네 스트롭스트룹이 C언어 기반으로 1983년 발표하여 발전한 프로그래밍 언어이다.,"{'word': '벨 연구소', 'start': 14, 'end': 18, 'type': 'ORG'}","{'word': 'C++', 'start': 0, 'end': 2, 'type': 'COM'}",org:production,org:production,org:production
77,C++는 AT&amp;T 벨 연구소의 비야네 스트롭스트룹이 C언어 기반으로 1983년 발표하여 발전한 프로그래밍 언어이다.,"{'word': 'C++', 'start': 0, 'end': 2, 'type': 'COM'}","{'word': '1983년', 'start': 42, 'end': 46, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
78,"1979년, 덴마크의 컴퓨터 과학자 비야네 스트롭스트룹은 C++의 선구자격 언어인 ""C with Classes"" 작업에 착수하였다.","{'word': 'C with Classes', 'start': 116, 'end': 129, 'type': 'COM'}","{'word': '1979년', 'start': 69, 'end': 73, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
